0396, Degree : 248, Score : 0.02024985710786315
0277, Degree : 26, Score : 0.0021229688903404917
0294, Degree : 26, Score : 0.0021229688903404917
0337, Degree : 26, Score : 0.0021229688903404917
0383, Degree : 26, Score : 0.0021229688903404917
0335, Degree : 25, Score : 0.002041316240712011
0336, Degree : 25, Score : 0.002041316240712011
0342, Degree : 25, Score : 0.002041316240712011
0402, Degree : 25, Score : 0.002041316240712011
0046, Degree : 24, Score : 0.0019596635910835306
0096, Degree : 24, Score : 0.0019596635910835306
0104, Degree : 24, Score : 0.0019596635910835306
0140, Degree : 24, Score : 0.0019596635910835306
0153, Degree : 24, Score : 0.0019596635910835306
0187, Degree : 24, Score : 0.0019596635910835306
0303, Degree : 24, Score : 0.0019596635910835306
0437, Degree : 24, Score : 0.0019596635910835306
0446, Degree : 24, Score : 0.0019596635910835306
0099, Degree : 23, Score : 0.0018780109414550503
0100, Degree : 23, Score : 0.0018780109414550503
0183, Degree : 23, Score : 0.0018780109414550503
0191, Degree : 23, Score : 0.0018780109414550503
0275, Degree : 23, Score : 0.0018780109414550503
0276, Degree : 23, Score : 0.0018780109414550503
0400, Degree : 23, Score : 0.0018780109414550503
0118, Degree : 22, Score : 0.0017963582918265697
0125, Degree : 22, Score : 0.0017963582918265697
0189, Degree : 22, Score : 0.0017963582918265697
0217, Degree : 22, Score : 0.0017963582918265697
0218, Degree : 22, Score : 0.0017963582918265697
0224, Degree : 22, Score : 0.0017963582918265697
0225, Degree : 22, Score : 0.0017963582918265697
0248, Degree : 22, Score : 0.0017963582918265697
0299, Degree : 22, Score : 0.0017963582918265697
0444, Degree : 22, Score : 0.0017963582918265697
0043, Degree : 21, Score : 0.0017147056421980894
0186, Degree : 21, Score : 0.0017147056421980894
0298, Degree : 21, Score : 0.0017147056421980894
0058, Degree : 20, Score : 0.0016330529925696088
0101, Degree : 20, Score : 0.0016330529925696088
0114, Degree : 20, Score : 0.0016330529925696088
0123, Degree : 20, Score : 0.0016330529925696088
0229, Degree : 20, Score : 0.0016330529925696088
0278, Degree : 20, Score : 0.0016330529925696088
0301, Degree : 20, Score : 0.0016330529925696088
0358, Degree : 20, Score : 0.0016330529925696088
0433, Degree : 20, Score : 0.0016330529925696088
0438, Degree : 20, Score : 0.0016330529925696088
0003, Degree : 19, Score : 0.0015514003429411285
0005, Degree : 19, Score : 0.0015514003429411285
0021, Degree : 19, Score : 0.0015514003429411285
0056, Degree : 19, Score : 0.0015514003429411285
0287, Degree : 19, Score : 0.0015514003429411285
0370, Degree : 19, Score : 0.0015514003429411285
0391, Degree : 19, Score : 0.0015514003429411285
0418, Degree : 19, Score : 0.0015514003429411285
0448, Degree : 19, Score : 0.0015514003429411285
0451, Degree : 19, Score : 0.0015514003429411285
0026, Degree : 18, Score : 0.001469747693312648
0128, Degree : 18, Score : 0.001469747693312648
0175, Degree : 18, Score : 0.001469747693312648
0223, Degree : 18, Score : 0.001469747693312648
0239, Degree : 18, Score : 0.001469747693312648
0273, Degree : 18, Score : 0.001469747693312648
0371, Degree : 18, Score : 0.001469747693312648
0401, Degree : 18, Score : 0.001469747693312648
0439, Degree : 18, Score : 0.001469747693312648
0019, Degree : 17, Score : 0.0013880950436841676
0034, Degree : 17, Score : 0.0013880950436841676
0057, Degree : 17, Score : 0.0013880950436841676
0116, Degree : 17, Score : 0.0013880950436841676
0188, Degree : 17, Score : 0.0013880950436841676
0306, Degree : 17, Score : 0.0013880950436841676
0404, Degree : 17, Score : 0.0013880950436841676
0405, Degree : 17, Score : 0.0013880950436841676
0023, Degree : 16, Score : 0.001306442394055687
0032, Degree : 16, Score : 0.001306442394055687
0049, Degree : 16, Score : 0.001306442394055687
0059, Degree : 16, Score : 0.001306442394055687
0226, Degree : 16, Score : 0.001306442394055687
0367, Degree : 16, Score : 0.001306442394055687
0406, Degree : 16, Score : 0.001306442394055687
0453, Degree : 16, Score : 0.001306442394055687
0007, Degree : 15, Score : 0.0012247897444272067
0042, Degree : 15, Score : 0.0012247897444272067
0048, Degree : 15, Score : 0.0012247897444272067
0052, Degree : 15, Score : 0.0012247897444272067
0069, Degree : 15, Score : 0.0012247897444272067
0230, Degree : 15, Score : 0.0012247897444272067
0286, Degree : 15, Score : 0.0012247897444272067
0447, Degree : 15, Score : 0.0012247897444272067
0027, Degree : 14, Score : 0.0011431370947987262
0054, Degree : 14, Score : 0.0011431370947987262
0200, Degree : 14, Score : 0.0011431370947987262
0201, Degree : 14, Score : 0.0011431370947987262
0356, Degree : 14, Score : 0.0011431370947987262
0372, Degree : 14, Score : 0.0011431370947987262
0416, Degree : 14, Score : 0.0011431370947987262
0440, Degree : 14, Score : 0.0011431370947987262
0449, Degree : 14, Score : 0.0011431370947987262
0018, Degree : 13, Score : 0.0010614844451702458
0024, Degree : 13, Score : 0.0010614844451702458
0154, Degree : 13, Score : 0.0010614844451702458
0170, Degree : 13, Score : 0.0010614844451702458
0207, Degree : 13, Score : 0.0010614844451702458
0209, Degree : 13, Score : 0.0010614844451702458
0305, Degree : 13, Score : 0.0010614844451702458
0363, Degree : 13, Score : 0.0010614844451702458
0364, Degree : 13, Score : 0.0010614844451702458
0368, Degree : 13, Score : 0.0010614844451702458
0390, Degree : 13, Score : 0.0010614844451702458
0013, Degree : 12, Score : 9.798317955417653E-4
0194, Degree : 12, Score : 9.798317955417653E-4
0344, Degree : 12, Score : 9.798317955417653E-4
0010, Degree : 11, Score : 8.981791459132849E-4
0017, Degree : 11, Score : 8.981791459132849E-4
0055, Degree : 11, Score : 8.981791459132849E-4
0060, Degree : 11, Score : 8.981791459132849E-4
0195, Degree : 11, Score : 8.981791459132849E-4
0219, Degree : 11, Score : 8.981791459132849E-4
0249, Degree : 11, Score : 8.981791459132849E-4
0384, Degree : 11, Score : 8.981791459132849E-4
0389, Degree : 11, Score : 8.981791459132849E-4
0421, Degree : 11, Score : 8.981791459132849E-4
0450, Degree : 11, Score : 8.981791459132849E-4
0455, Degree : 11, Score : 8.981791459132849E-4
0009, Degree : 10, Score : 8.165264962848044E-4
0011, Degree : 10, Score : 8.165264962848044E-4
0014, Degree : 10, Score : 8.165264962848044E-4
0045, Degree : 10, Score : 8.165264962848044E-4
0156, Degree : 10, Score : 8.165264962848044E-4
0241, Degree : 10, Score : 8.165264962848044E-4
0307, Degree : 10, Score : 8.165264962848044E-4
0373, Degree : 10, Score : 8.165264962848044E-4
0420, Degree : 10, Score : 8.165264962848044E-4
0422, Degree : 10, Score : 8.165264962848044E-4
0004, Degree : 9, Score : 7.34873846656324E-4
0107, Degree : 9, Score : 7.34873846656324E-4
0199, Degree : 9, Score : 7.34873846656324E-4
0220, Degree : 9, Score : 7.34873846656324E-4
0231, Degree : 9, Score : 7.34873846656324E-4
0419, Degree : 9, Score : 7.34873846656324E-4
0454, Degree : 9, Score : 7.34873846656324E-4
0458, Degree : 9, Score : 7.34873846656324E-4
0015, Degree : 8, Score : 6.532211970278435E-4
0020, Degree : 8, Score : 6.532211970278435E-4
0025, Degree : 8, Score : 6.532211970278435E-4
0047, Degree : 8, Score : 6.532211970278435E-4
0066, Degree : 8, Score : 6.532211970278435E-4
0067, Degree : 8, Score : 6.532211970278435E-4
0068, Degree : 8, Score : 6.532211970278435E-4
0071, Degree : 8, Score : 6.532211970278435E-4
0079, Degree : 8, Score : 6.532211970278435E-4
0108, Degree : 8, Score : 6.532211970278435E-4
0158, Degree : 8, Score : 6.532211970278435E-4
0169, Degree : 8, Score : 6.532211970278435E-4
0202, Degree : 8, Score : 6.532211970278435E-4
0221, Degree : 8, Score : 6.532211970278435E-4
0283, Degree : 8, Score : 6.532211970278435E-4
0304, Degree : 8, Score : 6.532211970278435E-4
0407, Degree : 8, Score : 6.532211970278435E-4
0457, Degree : 8, Score : 6.532211970278435E-4
0035, Degree : 7, Score : 5.715685473993631E-4
0053, Degree : 7, Score : 5.715685473993631E-4
0064, Degree : 7, Score : 5.715685473993631E-4
0077, Degree : 7, Score : 5.715685473993631E-4
0082, Degree : 7, Score : 5.715685473993631E-4
0129, Degree : 7, Score : 5.715685473993631E-4
0133, Degree : 7, Score : 5.715685473993631E-4
0155, Degree : 7, Score : 5.715685473993631E-4
0157, Degree : 7, Score : 5.715685473993631E-4
0198, Degree : 7, Score : 5.715685473993631E-4
0206, Degree : 7, Score : 5.715685473993631E-4
0208, Degree : 7, Score : 5.715685473993631E-4
0213, Degree : 7, Score : 5.715685473993631E-4
0281, Degree : 7, Score : 5.715685473993631E-4
0282, Degree : 7, Score : 5.715685473993631E-4
0362, Degree : 7, Score : 5.715685473993631E-4
0409, Degree : 7, Score : 5.715685473993631E-4
0423, Degree : 7, Score : 5.715685473993631E-4
0424, Degree : 7, Score : 5.715685473993631E-4
0074, Degree : 6, Score : 4.899158977708826E-4
0076, Degree : 6, Score : 4.899158977708826E-4
0078, Degree : 6, Score : 4.899158977708826E-4
0126, Degree : 6, Score : 4.899158977708826E-4
0134, Degree : 6, Score : 4.899158977708826E-4
0136, Degree : 6, Score : 4.899158977708826E-4
0163, Degree : 6, Score : 4.899158977708826E-4
0197, Degree : 6, Score : 4.899158977708826E-4
0240, Degree : 6, Score : 4.899158977708826E-4
0242, Degree : 6, Score : 4.899158977708826E-4
0279, Degree : 6, Score : 4.899158977708826E-4
0346, Degree : 6, Score : 4.899158977708826E-4
0347, Degree : 6, Score : 4.899158977708826E-4
0374, Degree : 6, Score : 4.899158977708826E-4
0375, Degree : 6, Score : 4.899158977708826E-4
0417, Degree : 6, Score : 4.899158977708826E-4
0427, Degree : 6, Score : 4.899158977708826E-4
0460, Degree : 6, Score : 4.899158977708826E-4
0061, Degree : 5, Score : 4.082632481424022E-4
0063, Degree : 5, Score : 4.082632481424022E-4
0065, Degree : 5, Score : 4.082632481424022E-4
0073, Degree : 5, Score : 4.082632481424022E-4
0080, Degree : 5, Score : 4.082632481424022E-4
0081, Degree : 5, Score : 4.082632481424022E-4
0106, Degree : 5, Score : 4.082632481424022E-4
0132, Degree : 5, Score : 4.082632481424022E-4
0137, Degree : 5, Score : 4.082632481424022E-4
0162, Degree : 5, Score : 4.082632481424022E-4
0203, Degree : 5, Score : 4.082632481424022E-4
0233, Degree : 5, Score : 4.082632481424022E-4
0284, Degree : 5, Score : 4.082632481424022E-4
0309, Degree : 5, Score : 4.082632481424022E-4
0348, Degree : 5, Score : 4.082632481424022E-4
0350, Degree : 5, Score : 4.082632481424022E-4
0376, Degree : 5, Score : 4.082632481424022E-4
0410, Degree : 5, Score : 4.082632481424022E-4
0425, Degree : 5, Score : 4.082632481424022E-4
0426, Degree : 5, Score : 4.082632481424022E-4
0459, Degree : 5, Score : 4.082632481424022E-4
0012, Degree : 4, Score : 3.2661059851392176E-4
0036, Degree : 4, Score : 3.2661059851392176E-4
0037, Degree : 4, Score : 3.2661059851392176E-4
0038, Degree : 4, Score : 3.2661059851392176E-4
0105, Degree : 4, Score : 3.2661059851392176E-4
0130, Degree : 4, Score : 3.2661059851392176E-4
0131, Degree : 4, Score : 3.2661059851392176E-4
0159, Degree : 4, Score : 3.2661059851392176E-4
0161, Degree : 4, Score : 3.2661059851392176E-4
0196, Degree : 4, Score : 3.2661059851392176E-4
0235, Degree : 4, Score : 3.2661059851392176E-4
0280, Degree : 4, Score : 3.2661059851392176E-4
0308, Degree : 4, Score : 3.2661059851392176E-4
0311, Degree : 4, Score : 3.2661059851392176E-4
0349, Degree : 4, Score : 3.2661059851392176E-4
0403, Degree : 4, Score : 3.2661059851392176E-4
0408, Degree : 4, Score : 3.2661059851392176E-4
0428, Degree : 4, Score : 3.2661059851392176E-4
0429, Degree : 4, Score : 3.2661059851392176E-4
0062, Degree : 3, Score : 2.449579488854413E-4
0072, Degree : 3, Score : 2.449579488854413E-4
0075, Degree : 3, Score : 2.449579488854413E-4
0083, Degree : 3, Score : 2.449579488854413E-4
0109, Degree : 3, Score : 2.449579488854413E-4
0135, Degree : 3, Score : 2.449579488854413E-4
0160, Degree : 3, Score : 2.449579488854413E-4
0232, Degree : 3, Score : 2.449579488854413E-4
0237, Degree : 3, Score : 2.449579488854413E-4
0351, Degree : 3, Score : 2.449579488854413E-4
0411, Degree : 3, Score : 2.449579488854413E-4
0456, Degree : 3, Score : 2.449579488854413E-4
0070, Degree : 2, Score : 1.6330529925696088E-4
0110, Degree : 2, Score : 1.6330529925696088E-4
0138, Degree : 2, Score : 1.6330529925696088E-4
0139, Degree : 2, Score : 1.6330529925696088E-4
0234, Degree : 2, Score : 1.6330529925696088E-4
0236, Degree : 2, Score : 1.6330529925696088E-4
0310, Degree : 2, Score : 1.6330529925696088E-4
0312, Degree : 2, Score : 1.6330529925696088E-4
0313, Degree : 2, Score : 1.6330529925696088E-4
0314, Degree : 2, Score : 1.6330529925696088E-4
0345, Degree : 2, Score : 1.6330529925696088E-4
0412, Degree : 2, Score : 1.6330529925696088E-4
0006, Degree : 1, Score : 8.165264962848044E-5
0016, Degree : 1, Score : 8.165264962848044E-5
0022, Degree : 1, Score : 8.165264962848044E-5
0050, Degree : 1, Score : 8.165264962848044E-5
0095, Degree : 1, Score : 8.165264962848044E-5
0122, Degree : 1, Score : 8.165264962848044E-5
0178, Degree : 1, Score : 8.165264962848044E-5
0204, Degree : 1, Score : 8.165264962848044E-5
0205, Degree : 1, Score : 8.165264962848044E-5
0216, Degree : 1, Score : 8.165264962848044E-5
0285, Degree : 1, Score : 8.165264962848044E-5
0329, Degree : 1, Score : 8.165264962848044E-5
0330, Degree : 1, Score : 8.165264962848044E-5
0355, Degree : 1, Score : 8.165264962848044E-5
0369, Degree : 1, Score : 8.165264962848044E-5
0381, Degree : 1, Score : 8.165264962848044E-5
0443, Degree : 1, Score : 8.165264962848044E-5
