0289, Degree : 135, Score : 0.014296304140633273
0118, Degree : 29, Score : 0.003071057926506407
0234, Degree : 29, Score : 0.003071057926506407
0244, Degree : 29, Score : 0.003071057926506407
0354, Degree : 29, Score : 0.003071057926506407
0057, Degree : 28, Score : 0.0029651593773165306
0083, Degree : 28, Score : 0.0029651593773165306
0138, Degree : 28, Score : 0.0029651593773165306
0278, Degree : 28, Score : 0.0029651593773165306
0349, Degree : 28, Score : 0.0029651593773165306
0034, Degree : 27, Score : 0.0028592608281266547
0068, Degree : 27, Score : 0.0028592608281266547
0078, Degree : 27, Score : 0.0028592608281266547
0107, Degree : 27, Score : 0.0028592608281266547
0066, Degree : 26, Score : 0.0027533622789367787
0074, Degree : 26, Score : 0.0027533622789367787
0196, Degree : 26, Score : 0.0027533622789367787
0239, Degree : 26, Score : 0.0027533622789367787
0313, Degree : 26, Score : 0.0027533622789367787
0357, Degree : 26, Score : 0.0027533622789367787
0132, Degree : 25, Score : 0.0026474637297469023
0236, Degree : 25, Score : 0.0026474637297469023
0242, Degree : 25, Score : 0.0026474637297469023
0288, Degree : 25, Score : 0.0026474637297469023
0377, Degree : 25, Score : 0.0026474637297469023
0024, Degree : 24, Score : 0.0025415651805570263
0105, Degree : 24, Score : 0.0025415651805570263
0223, Degree : 24, Score : 0.0025415651805570263
0328, Degree : 24, Score : 0.0025415651805570263
0049, Degree : 23, Score : 0.0024356666313671504
0092, Degree : 23, Score : 0.0024356666313671504
0136, Degree : 23, Score : 0.0024356666313671504
0211, Degree : 23, Score : 0.0024356666313671504
0332, Degree : 23, Score : 0.0024356666313671504
0358, Degree : 23, Score : 0.0024356666313671504
0101, Degree : 22, Score : 0.002329768082177274
0115, Degree : 22, Score : 0.002329768082177274
0238, Degree : 22, Score : 0.002329768082177274
0281, Degree : 22, Score : 0.002329768082177274
0292, Degree : 22, Score : 0.002329768082177274
0329, Degree : 22, Score : 0.002329768082177274
0359, Degree : 22, Score : 0.002329768082177274
0365, Degree : 22, Score : 0.002329768082177274
0009, Degree : 21, Score : 0.002223869532987398
0064, Degree : 21, Score : 0.002223869532987398
0139, Degree : 21, Score : 0.002223869532987398
0253, Degree : 21, Score : 0.002223869532987398
0258, Degree : 21, Score : 0.002223869532987398
0340, Degree : 21, Score : 0.002223869532987398
0353, Degree : 21, Score : 0.002223869532987398
0010, Degree : 20, Score : 0.002117970983797522
0047, Degree : 20, Score : 0.002117970983797522
0126, Degree : 20, Score : 0.002117970983797522
0129, Degree : 20, Score : 0.002117970983797522
0203, Degree : 20, Score : 0.002117970983797522
0221, Degree : 20, Score : 0.002117970983797522
0321, Degree : 20, Score : 0.002117970983797522
0355, Degree : 20, Score : 0.002117970983797522
0371, Degree : 20, Score : 0.002117970983797522
0065, Degree : 19, Score : 0.002012072434607646
0108, Degree : 19, Score : 0.002012072434607646
0237, Degree : 19, Score : 0.002012072434607646
0254, Degree : 19, Score : 0.002012072434607646
0296, Degree : 19, Score : 0.002012072434607646
0302, Degree : 19, Score : 0.002012072434607646
0319, Degree : 19, Score : 0.002012072434607646
0011, Degree : 18, Score : 0.0019061738854177699
0079, Degree : 18, Score : 0.0019061738854177699
0106, Degree : 18, Score : 0.0019061738854177699
0110, Degree : 18, Score : 0.0019061738854177699
0149, Degree : 18, Score : 0.0019061738854177699
0240, Degree : 18, Score : 0.0019061738854177699
0274, Degree : 18, Score : 0.0019061738854177699
0310, Degree : 18, Score : 0.0019061738854177699
0372, Degree : 18, Score : 0.0019061738854177699
0375, Degree : 18, Score : 0.0019061738854177699
0043, Degree : 17, Score : 0.0018002753362278937
0093, Degree : 17, Score : 0.0018002753362278937
0102, Degree : 17, Score : 0.0018002753362278937
0112, Degree : 17, Score : 0.0018002753362278937
0117, Degree : 17, Score : 0.0018002753362278937
0140, Degree : 17, Score : 0.0018002753362278937
0163, Degree : 17, Score : 0.0018002753362278937
0193, Degree : 17, Score : 0.0018002753362278937
0230, Degree : 17, Score : 0.0018002753362278937
0260, Degree : 17, Score : 0.0018002753362278937
0273, Degree : 17, Score : 0.0018002753362278937
0279, Degree : 17, Score : 0.0018002753362278937
0284, Degree : 17, Score : 0.0018002753362278937
0294, Degree : 17, Score : 0.0018002753362278937
0297, Degree : 17, Score : 0.0018002753362278937
0338, Degree : 17, Score : 0.0018002753362278937
0061, Degree : 16, Score : 0.0016943767870380175
0123, Degree : 16, Score : 0.0016943767870380175
0145, Degree : 16, Score : 0.0016943767870380175
0152, Degree : 16, Score : 0.0016943767870380175
0154, Degree : 16, Score : 0.0016943767870380175
0197, Degree : 16, Score : 0.0016943767870380175
0222, Degree : 16, Score : 0.0016943767870380175
0290, Degree : 16, Score : 0.0016943767870380175
0309, Degree : 16, Score : 0.0016943767870380175
0067, Degree : 15, Score : 0.0015884782378481415
0088, Degree : 15, Score : 0.0015884782378481415
0100, Degree : 15, Score : 0.0015884782378481415
0210, Degree : 15, Score : 0.0015884782378481415
0219, Degree : 15, Score : 0.0015884782378481415
0248, Degree : 15, Score : 0.0015884782378481415
0249, Degree : 15, Score : 0.0015884782378481415
0259, Degree : 15, Score : 0.0015884782378481415
0262, Degree : 15, Score : 0.0015884782378481415
0276, Degree : 15, Score : 0.0015884782378481415
0295, Degree : 15, Score : 0.0015884782378481415
0311, Degree : 15, Score : 0.0015884782378481415
0346, Degree : 15, Score : 0.0015884782378481415
0378, Degree : 15, Score : 0.0015884782378481415
0379, Degree : 15, Score : 0.0015884782378481415
0014, Degree : 14, Score : 0.0014825796886582653
0095, Degree : 14, Score : 0.0014825796886582653
0099, Degree : 14, Score : 0.0014825796886582653
0205, Degree : 14, Score : 0.0014825796886582653
0251, Degree : 14, Score : 0.0014825796886582653
0252, Degree : 14, Score : 0.0014825796886582653
0266, Degree : 14, Score : 0.0014825796886582653
0287, Degree : 14, Score : 0.0014825796886582653
0298, Degree : 14, Score : 0.0014825796886582653
0304, Degree : 14, Score : 0.0014825796886582653
0308, Degree : 14, Score : 0.0014825796886582653
0314, Degree : 14, Score : 0.0014825796886582653
0325, Degree : 14, Score : 0.0014825796886582653
0326, Degree : 14, Score : 0.0014825796886582653
0330, Degree : 14, Score : 0.0014825796886582653
0334, Degree : 14, Score : 0.0014825796886582653
0344, Degree : 14, Score : 0.0014825796886582653
0345, Degree : 14, Score : 0.0014825796886582653
0013, Degree : 13, Score : 0.0013766811394683894
0020, Degree : 13, Score : 0.0013766811394683894
0048, Degree : 13, Score : 0.0013766811394683894
0125, Degree : 13, Score : 0.0013766811394683894
0192, Degree : 13, Score : 0.0013766811394683894
0207, Degree : 13, Score : 0.0013766811394683894
0233, Degree : 13, Score : 0.0013766811394683894
0250, Degree : 13, Score : 0.0013766811394683894
0333, Degree : 13, Score : 0.0013766811394683894
0370, Degree : 13, Score : 0.0013766811394683894
0380, Degree : 13, Score : 0.0013766811394683894
0005, Degree : 12, Score : 0.0012707825902785132
0018, Degree : 12, Score : 0.0012707825902785132
0019, Degree : 12, Score : 0.0012707825902785132
0097, Degree : 12, Score : 0.0012707825902785132
0128, Degree : 12, Score : 0.0012707825902785132
0208, Degree : 12, Score : 0.0012707825902785132
0272, Degree : 12, Score : 0.0012707825902785132
0291, Degree : 12, Score : 0.0012707825902785132
0315, Degree : 12, Score : 0.0012707825902785132
0327, Degree : 12, Score : 0.0012707825902785132
0053, Degree : 11, Score : 0.001164884041088637
0150, Degree : 11, Score : 0.001164884041088637
0307, Degree : 11, Score : 0.001164884041088637
0312, Degree : 11, Score : 0.001164884041088637
0322, Degree : 11, Score : 0.001164884041088637
0363, Degree : 11, Score : 0.001164884041088637
0151, Degree : 10, Score : 0.001058985491898761
0212, Degree : 10, Score : 0.001058985491898761
0235, Degree : 10, Score : 0.001058985491898761
0246, Degree : 10, Score : 0.001058985491898761
0342, Degree : 10, Score : 0.001058985491898761
0343, Degree : 10, Score : 0.001058985491898761
0367, Degree : 10, Score : 0.001058985491898761
0016, Degree : 9, Score : 9.530869427088849E-4
0017, Degree : 9, Score : 9.530869427088849E-4
0082, Degree : 9, Score : 9.530869427088849E-4
0177, Degree : 9, Score : 9.530869427088849E-4
0209, Degree : 9, Score : 9.530869427088849E-4
0299, Degree : 9, Score : 9.530869427088849E-4
0301, Degree : 9, Score : 9.530869427088849E-4
0303, Degree : 9, Score : 9.530869427088849E-4
0317, Degree : 9, Score : 9.530869427088849E-4
0360, Degree : 9, Score : 9.530869427088849E-4
0062, Degree : 8, Score : 8.471883935190087E-4
0121, Degree : 8, Score : 8.471883935190087E-4
0130, Degree : 8, Score : 8.471883935190087E-4
0161, Degree : 8, Score : 8.471883935190087E-4
0181, Degree : 8, Score : 8.471883935190087E-4
0182, Degree : 8, Score : 8.471883935190087E-4
0183, Degree : 8, Score : 8.471883935190087E-4
0184, Degree : 8, Score : 8.471883935190087E-4
0185, Degree : 8, Score : 8.471883935190087E-4
0261, Degree : 8, Score : 8.471883935190087E-4
0264, Degree : 8, Score : 8.471883935190087E-4
0300, Degree : 8, Score : 8.471883935190087E-4
0364, Degree : 8, Score : 8.471883935190087E-4
0103, Degree : 7, Score : 7.412898443291327E-4
0158, Degree : 7, Score : 7.412898443291327E-4
0159, Degree : 7, Score : 7.412898443291327E-4
0160, Degree : 7, Score : 7.412898443291327E-4
0195, Degree : 7, Score : 7.412898443291327E-4
0265, Degree : 7, Score : 7.412898443291327E-4
0280, Degree : 7, Score : 7.412898443291327E-4
0324, Degree : 7, Score : 7.412898443291327E-4
0331, Degree : 7, Score : 7.412898443291327E-4
0347, Degree : 7, Score : 7.412898443291327E-4
0007, Degree : 6, Score : 6.353912951392566E-4
0081, Degree : 6, Score : 6.353912951392566E-4
0091, Degree : 6, Score : 6.353912951392566E-4
0098, Degree : 6, Score : 6.353912951392566E-4
0120, Degree : 6, Score : 6.353912951392566E-4
0172, Degree : 6, Score : 6.353912951392566E-4
0176, Degree : 6, Score : 6.353912951392566E-4
0180, Degree : 6, Score : 6.353912951392566E-4
0220, Degree : 6, Score : 6.353912951392566E-4
0227, Degree : 6, Score : 6.353912951392566E-4
0228, Degree : 6, Score : 6.353912951392566E-4
0255, Degree : 6, Score : 6.353912951392566E-4
0263, Degree : 6, Score : 6.353912951392566E-4
0275, Degree : 6, Score : 6.353912951392566E-4
0286, Degree : 6, Score : 6.353912951392566E-4
0006, Degree : 5, Score : 5.294927459493805E-4
0012, Degree : 5, Score : 5.294927459493805E-4
0069, Degree : 5, Score : 5.294927459493805E-4
0111, Degree : 5, Score : 5.294927459493805E-4
0114, Degree : 5, Score : 5.294927459493805E-4
0164, Degree : 5, Score : 5.294927459493805E-4
0165, Degree : 5, Score : 5.294927459493805E-4
0166, Degree : 5, Score : 5.294927459493805E-4
0171, Degree : 5, Score : 5.294927459493805E-4
0186, Degree : 5, Score : 5.294927459493805E-4
0188, Degree : 5, Score : 5.294927459493805E-4
0189, Degree : 5, Score : 5.294927459493805E-4
0194, Degree : 5, Score : 5.294927459493805E-4
0245, Degree : 5, Score : 5.294927459493805E-4
0015, Degree : 4, Score : 4.2359419675950437E-4
0045, Degree : 4, Score : 4.2359419675950437E-4
0050, Degree : 4, Score : 4.2359419675950437E-4
0051, Degree : 4, Score : 4.2359419675950437E-4
0052, Degree : 4, Score : 4.2359419675950437E-4
0056, Degree : 4, Score : 4.2359419675950437E-4
0070, Degree : 4, Score : 4.2359419675950437E-4
0113, Degree : 4, Score : 4.2359419675950437E-4
0122, Degree : 4, Score : 4.2359419675950437E-4
0131, Degree : 4, Score : 4.2359419675950437E-4
0137, Degree : 4, Score : 4.2359419675950437E-4
0153, Degree : 4, Score : 4.2359419675950437E-4
0157, Degree : 4, Score : 4.2359419675950437E-4
0162, Degree : 4, Score : 4.2359419675950437E-4
0167, Degree : 4, Score : 4.2359419675950437E-4
0169, Degree : 4, Score : 4.2359419675950437E-4
0170, Degree : 4, Score : 4.2359419675950437E-4
0174, Degree : 4, Score : 4.2359419675950437E-4
0175, Degree : 4, Score : 4.2359419675950437E-4
0178, Degree : 4, Score : 4.2359419675950437E-4
0179, Degree : 4, Score : 4.2359419675950437E-4
0187, Degree : 4, Score : 4.2359419675950437E-4
0213, Degree : 4, Score : 4.2359419675950437E-4
0214, Degree : 4, Score : 4.2359419675950437E-4
0215, Degree : 4, Score : 4.2359419675950437E-4
0216, Degree : 4, Score : 4.2359419675950437E-4
0217, Degree : 4, Score : 4.2359419675950437E-4
0218, Degree : 4, Score : 4.2359419675950437E-4
0247, Degree : 4, Score : 4.2359419675950437E-4
0277, Degree : 4, Score : 4.2359419675950437E-4
0305, Degree : 4, Score : 4.2359419675950437E-4
0316, Degree : 4, Score : 4.2359419675950437E-4
0144, Degree : 3, Score : 3.176956475696283E-4
0148, Degree : 3, Score : 3.176956475696283E-4
0156, Degree : 3, Score : 3.176956475696283E-4
0173, Degree : 3, Score : 3.176956475696283E-4
0381, Degree : 3, Score : 3.176956475696283E-4
0376, Degree : 2, Score : 2.1179709837975219E-4
0168, Degree : 1, Score : 1.0589854918987609E-4
0256, Degree : 1, Score : 1.0589854918987609E-4
